"created_at","id","text"
"2022-04-11T09:46:11.000Z","1513453347994763267","@KasaSaaz @SharjeelUsmani Mecca medina may jo pathar fekhte ho woh yaha dusro  pay fekhogeh toh allah  ka keher  to aayega nah"
"2022-04-11T09:44:04.000Z","1513452817176047620","Do your sex and massage here in \n#Riyadh\n#Jeddah \n#Jubail\n#Taif \n#Tabuk \n#Mecca \n#Medina \nhttps://t.co/zrhvCZF2DD https://t.co/mdF5GpXrrI"
"2022-04-11T09:35:07.000Z","1513450561286385666","@nurasabitu Mecca or medina"
"2022-04-11T09:17:22.000Z","1513446095501901826","RT @ComyarS: I was gifted some ajwa dates that were bought in Mecca 🥹\nThis Ramadan keeps getting better.\n\nAjwa dates are grown around Medin…"
"2022-04-11T09:00:16.000Z","1513441792661803012","عرض الدانوب جدة اليوم رمضان الإثنين 11 أبريل 2022 المتمم 10 رمضان 1443 https://t.co/lhK2CJwtJC"
"2022-04-11T08:47:08.000Z","1513438488800030722","The same pure &amp; perfect impression which he engraved at Mecca &amp; Medina is preserved after the revolutions of 12 centuries by the Indian, the African and the Turkish proselytes of the Quran. I believe in one God &amp; Muhammad ﷺ the apostle of God.\n\n- English Historian, Edward Gibbon https://t.co/zwjzYO9yGG"
"2022-04-11T08:43:58.000Z","1513437692851376128","Do your sex and massage here in \n#Riyadh\n#Jeddah \n#Jubail\n#Taif \n#Tabuk \n#Mecca \n#Medina \nhttps://t.co/LwmHKmunru https://t.co/sC00JEHCWN"
"2022-04-11T08:42:41.000Z","1513437369776623616","Do your sex and massage here in \n#Riyadh\n#Jeddah \n#Jubail\n#Taif \n#Tabuk \n#Mecca \n#Medina \nhttps://t.co/LwmHKmunru https://t.co/v4XP4D3SFY"
"2022-04-11T08:25:03.000Z","1513432930034495491","RT @GoningUkhti: A while ago prophet Muhammad ? called me to Madina through a dream. When I went to Mecca and Medina, I saw them abandoned…"
"2022-04-11T07:58:26.000Z","1513426231286542336","RT @docuterror: I’ve just published Post 75 on my condemnation of #PoliticalIslam. It’s with video link &amp; on my site at https://t.co/lAWH1Q…"
"2022-04-11T07:43:58.000Z","1513422591452753920","I’ve just published Post 75 on my condemnation of #PoliticalIslam. It’s with video link &amp; on my site at https://t.co/lAWH1QU2ib. You’ll find it in the Political Islam Category.\n#Islam,#Muslim,#Kafir,#Allah,#Mohammed,#Medina,#Mecca,#Hijra,#AlQaeda,#jihadist,#Sharia,#Koran,#Quran https://t.co/hbSLi6w9Xw"
"2022-04-11T07:00:10.000Z","1513411567488057344","عرض بن داود اليوم رمضان الإثنين 11 أبريل 2022 المتمم 10 رمضان 1443 https://t.co/x2ZleP0HAs"
"2022-04-11T06:58:53.000Z","1513411243998162944","@LittleBoats2020 Medina Rules vs Mecca Rules."
"2022-04-11T06:26:42.000Z","1513403145317101568","RT @SyedHermain: Makkah - View from the clock tower ❤\n#Makkah #Mecca #SaudiArabia #medina #arab \n#Islam #Instagram https://t.co/CxR7ej2Y6E"
"2022-04-11T05:28:22.000Z","1513388467157409794","@AdelekeMuminah Mecca\nMedina\nMuhammed \nMariam\nMunir\nAbdullah \nKhadijah\nSallah"
"2022-04-11T05:04:46.000Z","1513382527410794496","@oldhandhyd @sfaizakirmani @TheSiasatDaily @siddthakur2 Muslims in Mecca were not allowed to pray in public and was in fear of being attacked during praying (4:102), Muslims in Medina were not allowed to visit Mecca for pilgrimage."
"2022-04-11T04:53:48.000Z","1513379769077080066","The Stone pelting is a part of their teachings. Even In Mecca/Medina they throw stones at the evils. Religious teachings builds up the character and nature of a person. If religion teaches peace, prosperity then its followers will be loving and kind &amp; the opposite is also true. https://t.co/8AfIMyr45r"
"2022-04-11T04:09:11.000Z","1513368538823729160","Do your sex and massage here in \n#Riyadh\n#Jeddah \n#Jubail\n#Taif \n#Tabuk \n#Mecca \n#Medina \nWhatsap.+2349134321667 https://t.co/QRskdVVgBX"
"2022-04-11T04:00:57.000Z","1513366466430652419","Day 10\n1/3 - Aamin\n\nKindly Follow 👉 @_proudlymuslims 💜💜 (https://t.co/7UFRwB69NV) 👈\n\n#proudlymuslims💜 #day10 #ramadan22 #charity #islam #muslim #muslims #muslimah #instamuslim #instapost #islamicpost #instaislam #islamicworld #mecca #medina #deen #dawah #believers https://t.co/V7WQQbm6RE"
"2022-04-11T04:00:55.000Z","1513366458222489602","Do your sex and massage here in \n#Riyadh\n#Jeddah \n#Jubail\n#Taif \n#Tabuk \n#Mecca \n#Medina \nhttps://t.co/LwmHKmunru https://t.co/TZ5jXTGfXx"
"2022-04-11T03:43:55.000Z","1513362181831770123","RT @Sweety06821430: @swati_gs Pelting stones just like in Mecca and medina at devil"
"2022-04-11T03:41:17.000Z","1513361517122621444","@swati_gs Pelting stones just like in Mecca and medina at devil"
"2022-04-11T03:01:37.000Z","1513351534007959558","RT @stackforblond: i just wanna go to; Mecca, Medina, Cape Town, Tanzania, India, Burma, Turkey, Egypt, Jerusalem, the Himalayan mountains,…"
"2022-04-11T01:50:32.000Z","1513333646865965056","RT @GJTIII: Muslims attack &amp; vandalize Joseph's Tomb, showing no respect to Christians &amp; Jews.\nImagine the outcry if we destroyed-\nA. The K…"
"2022-04-11T00:13:19.000Z","1513309182446870530","RT @GJTIII: Muslims attack &amp; vandalize Joseph's Tomb, showing no respect to Christians &amp; Jews.\nImagine the outcry if we destroyed-\nA. The K…"
"2022-04-11T00:05:04.000Z","1513307107046707203","RT @GJTIII: Muslims attack &amp; vandalize Joseph's Tomb, showing no respect to Christians &amp; Jews.\nImagine the outcry if we destroyed-\nA. The K…"
"2022-04-11T00:03:41.000Z","1513306758906880001","RT @GJTIII: Muslims attack &amp; vandalize Joseph's Tomb, showing no respect to Christians &amp; Jews.\nImagine the outcry if we destroyed-\nA. The K…"
"2022-04-11T00:02:22.000Z","1513306427477135361","Muslims attack &amp; vandalize Joseph's Tomb, showing no respect to Christians &amp; Jews.\nImagine the outcry if we destroyed-\nA. The Kaaba in Mecca,\nB. Al-Masjid an-Nabawi in Medina,\nC. Al-Aqsa Mosque in Jerusalem\nD. Umayyad Mosque in Damascus\nE. All of the Above https://t.co/jJS7YR7X0a"
"2022-04-10T23:59:18.000Z","1513305655641513984","@scidharma @AbhishBanerj That was after he was chased out of Mecca and had to go to Medina . It was there that his thoughts became violent ."
"2022-04-10T22:55:14.000Z","1513289529557495814","@AEAA7600 Did you go from Medina to Mecca by train?"
"2022-04-10T22:24:58.000Z","1513281912734994442","A great chance to move ""the dome of the rock"" to mecca or medina. #Peace https://t.co/Ac7aLAmdhc"
"2022-04-10T21:56:27.000Z","1513274737543294978","BS. They neglected it, taxed the people of Mecca and Medina and stole whatever they saw valuable. https://t.co/sXqI4H0w7e"
